Used Date,From,To,Airline,Scheduled Departure,SDEP,Departure,DEP,Scheduled Arrival,SARR,Arrival,ARR,Departure Delay,Arrival Delay,Status,Distance,Passenger Load Factor,Airline Rating,Airport Rating,Market Share,OTP Index,weather__hourly__windspeedKmph,weather__hourly__weatherDesc__value,weather__hourly__precipMM,weather__hourly__humidity,weather__hourly__visibility,weather__hourly__pressure,weather__hourly__cloudcover,Category
29-01-2020,BOM,DEL,Indigo,01:50,150,01:43,143,04:00,400,-1,352,-7,-8,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,CCU,DEL,Indigo,04:30,430,-1,-1,07:00,700,-1,-1,1440,1440,0,1312,89,0.7,0.86,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,4
29-01-2020,DEL,HYD,Indigo,04:50,450,04:37,437,07:00,700,-1,652,-13,-8,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BLR,BOM,Indigo,04:55,455,04:49,449,06:40,640,-1,637,-6,-3,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,CCU,DEL,Indigo,05:40,540,-1,-1,08:20,820,-1,-1,1440,1440,0,1312,89,0.7,0.86,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,4
29-01-2020,BOM,DEL,Indigo,06:05,605,05:57,557,08:15,815,-1,756,-8,-19,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,DEL,HYD,Indigo,06:35,635,06:28,628,08:55,855,-1,906,-7,11,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Indigo,06:45,645,06:31,631,09:05,905,-1,849,-14,-16,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Indigo,07:00,700,07:44,744,09:10,910,-1,948,44,38,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,3
29-01-2020,DEL,HYD,Indigo,07:30,730,07:19,719,09:40,940,-1,938,-11,-2,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Indigo,07:45,745,07:41,741,10:05,1005,-1,946,-4,-19,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Indigo,08:25,825,08:25,825,10:45,1045,-1,1050,0,5,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,DEL,HYD,Indigo,08:35,835,08:21,821,10:50,1050,-1,1029,-14,-21,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Indigo,09:30,930,09:38,938,11:50,1150,-1,1156,8,6,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,DEL,HYD,Indigo,10:00,1000,09:52,952,12:15,1215,-1,1224,-8,9,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Indigo,11:05,1105,10:49,1049,13:10,1310,12:58,1258,-16,-12,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,DEL,HYD,Indigo,11:55,1155,12:28,1228,14:10,1410,14:36,1436,33,26,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,3
29-01-2020,BOM,DEL,Indigo,12:55,1255,12:51,1251,14:55,1455,14:56,1456,-4,1,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Indigo,13:40,1340,13:34,1334,15:55,1555,15:48,1548,-6,-7,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,DEL,HYD,Indigo,14:15,1415,14:12,1412,16:30,1630,16:28,1628,-3,-2,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Indigo,14:40,1440,14:36,1436,16:45,1645,16:34,1634,-4,-11,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BLR,BOM,Indigo,15:30,1530,15:30,1530,17:20,1720,17:20,1720,0,0,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Indigo,15:35,1535,15:31,1531,17:45,1745,17:59,1759,-4,14,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,DEL,HYD,Indigo,16:10,1610,16:18,1618,18:20,1820,18:29,1829,8,9,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Indigo,16:35,1635,16:30,1630,18:55,1855,19:03,1903,-5,8,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BLR,BOM,Indigo,16:55,1655,16:55,1655,18:55,1855,18:55,1855,0,0,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Indigo,17:45,1745,17:56,1756,20:00,2000,20:04,2004,11,4,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BLR,BOM,Indigo,18:15,1815,18:15,1815,20:20,2020,20:20,2020,0,0,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Indigo,18:45,1845,19:09,1909,21:00,2100,21:20,2120,24,20,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,2
29-01-2020,DEL,HYD,Indigo,19:05,1905,19:33,1933,21:20,2120,22:05,2205,28,45,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,2
29-01-2020,BOM,DEL,Indigo,20:00,2000,20:45,2045,22:15,2215,22:47,2247,45,32,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,3
29-01-2020,DEL,HYD,Indigo,20:20,2020,20:25,2025,22:35,2235,22:42,2242,5,7,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Indigo,20:55,2055,21:05,2105,23:20,2320,23:07,2307,10,-13,1,1138,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,DEL,HYD,Indigo,21:20,2120,21:21,2121,23:30,2330,23:54,2354,1,24,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BLR,BOM,Indigo,21:50,2150,2150,2150,23:40,2340,23:40,2340,0,0,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,DEL,HYD,Indigo,22:35,2235,22:27,2227,00:45,45,00:39,39,-8,-6,1,1244,89,0.7,0.88,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BLR,BOM,Indigo,23:15,2315,2315,2315,00:55,55,00:55,55,0,0,1,848,89,0.7,0.9,47.5,81.1,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Spicejet,02:20,220,03:45,345,04:30,430,05:50,550,85,80,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,4
29-01-2020,BLR,BOM,SpiceJet,05:25,525,05:16,516,07:10,710,07:05,705,-9,-5,1,848,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Spicejet,06:00,600,05:48,548,08:15,815,07:38,738,-12,-37,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Spicejet,07:20,720,07:25,725,09:25,925,09:30,930,5,5,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BLR,BOM,SpiceJet,08:00,800,07:55,755,09:35,935,09:35,935,-5,0,1,848,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Spicejet,10:10,1010,10:25,1025,12:25,1225,12:40,1240,15,15,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Spicejet,13:30,1330,13:56,1356,15:40,1540,16:00,1600,26,20,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,2
29-01-2020,BOM,DEL,Spicejet,17:15,1715,17:27,1727,19:35,1935,20:05,2005,12,30,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Spicejet,18:45,1845,18:58,1858,21:10,2110,21:08,2108,13,-2,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,DEL,HYD,Spicejet,18:50,1850,19:09,1909,20:55,2055,21:34,2134,19,39,1,1244,92,0.4,0.88,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,2
29-01-2020,BOM,DEL,Spicejet,20:25,2025,21:01,2101,22:35,2235,23:20,2320,36,45,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,3
29-01-2020,DEL,HYD,Spicejet,20:45,2045,20:39,2039,22:55,2255,22:55,2255,-6,0,1,1244,92,0.4,0.88,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Spicejet,21:10,2110,21:13,2113,23:30,2330,23:41,2341,3,11,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Spicejet,21:50,2150,21:50,2150,00:05,5,00:05,5,0,0,1,1138,92,0.4,0.9,16.2,76.8,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Vistara,03:05,305,03:03,303,05:15,515,05:02,502,-2,-13,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Vistara,05:30,530,05:32,532,07:45,745,07:33,733,2,-12,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Vistara,06:30,630,06:34,634,08:40,840,08:54,854,4,14,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BLR,BOM,Vistara,06:40,640,06:29,629,08:15,815,08:03,803,-11,-12,1,848,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,DEL,HYD,Vistara,07:05,705,07:09,709,09:25,925,09:39,939,4,14,1,1244,82,0.8,0.88,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Vistara,07:30,730,07:30,730,09:40,940,09:28,928,0,-12,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BLR,BOM,Vistara,08:20,820,08:15,815,09:55,955,09:59,959,-5,4,1,848,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Vistara,08:45,845,08:57,857,11:00,1100,10:54,1054,12,-6,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BLR,BOM,Vistara,09:40,940,09:38,938,11:20,1120,11:45,1145,-2,25,1,848,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Vistara,10:25,1025,11:00,1100,12:40,1240,13:18,1318,35,38,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,3
29-01-2020,BLR,BOM,Vistara,11:30,1130,11:25,1125,13:20,1320,13:08,1308,-5,-12,1,848,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,0
29-01-2020,BOM,DEL,Vistara,11:55,1155,12:09,1209,14:05,1405,14:23,1423,14,18,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Vistara,14:40,1440,14:48,1448,16:55,1655,17:11,1711,8,16,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,DEL,HYD,Vistara,14:45,1445,14:49,1449,17:00,1700,17:02,1702,4,2,1,1244,82,0.8,0.88,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Vistara,15:45,1545,15:53,1553,18:05,1805,18:15,1815,8,10,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Vistara,17:00,1700,17:32,1732,19:05,1905,19:38,1938,32,33,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,3
29-01-2020,DEL,HYD,Vistara,17:35,1735,17:40,1740,19:55,1955,20:20,2020,5,25,1,1244,82,0.8,0.88,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Vistara,18:30,1830,18:42,1842,20:40,2040,20:49,2049,12,9,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,1
29-01-2020,BOM,DEL,Vistara,19:45,1945,20:11,2011,21:55,2155,22:24,2224,26,29,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,2
29-01-2020,DEL,HYD,Vistara,20:35,2035,20:58,2058,22:45,2245,23:22,2322,23,37,1,1244,82,0.8,0.88,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,2
29-01-2020,BOM,DEL,Vistara,20:55,2055,21:35,2135,23:00,2300,23:40,2340,40,40,1,1138,82,0.8,0.9,6.1,82.9,11,Partly cloudy,0,90,9,1012,57,3
28-01-2020,BOM,DEL,Air Asia,00:05,5,00:17,17,02:15,215,02:25,225,12,10,1,1138,85,0.5,0.9,5.3,85.6,10,Partly cloudy,0,71,10,1012,12,1
28-01-2020,BOM,DEL,Air Asia,05:20,520,05:19,519,07:25,725,07:11,711,-1,-14,1,1138,85,0.5,0.9,5.3,85.6,10,Cloudy,0,72,10,1011,52,0
28-01-2020,BLR,BOM,Air Asia,05:30,530,05:30,530,07:10,710,07:06,706,0,-4,1,848,85,0.5,0.9,5.3,85.6,9,Partly cloudy,0,73,10,1013,19,0
